stat-name,user,supervisor,hypervisor,machine,total
cycles,17480813777,10504335,0,2370039,17493688151
commits,15001666161,4969637,0,1416709,15008052507
ins_fetch,16723949585,6449595,0,1572614,16731971794
sim_time_milli_sec,0,0,0,0,2746685
insn_mem_delay,274533,669629,0,5562,949724
data_mem_delay,384523,1540171,0,2577,1927271
exec_unit_delay,0,0,0,0,0
load_insn,2295412816,1246474,0,402775,2297062065
store_insn,644413461,784281,0,363297,645561039
atomic_insn,214,17968,0,0,18182
system_insn,511,120762,0,107190,228463
aritmetic_insn,8767555696,1990774,0,410771,8769957241
cond_branches,2569922024,531569,0,82454,2570536047
jal_insn,239114776,119847,0,8995,239243618
jalr_insn,98974527,138740,0,41227,99154494
int_mul_insn,386270253,13035,0,0,386283288
int_div_insn,669,235,0,0,904
fp_load_insn,314,2944,0,0,3258
fp_store_insn,342,3008,0,0,3350
fp_add_insn,54,0,0,0,54
fp_mul_insn,36,0,0,0,36
fp_fma_insn,0,0,0,0,0
fp_div_sqrt_insn,11,0,0,0,11
fp_misc_insn,457,0,0,0,457
load_byte_insn,387085458,19231,0,0,387104689
load_half_word_insn,738517906,2457,0,0,738520363
load_word_insn,198004004,224115,0,30483,198258602
load_double_word_insn,971805762,1003615,0,372292,973181669
itlb_reads,2195143381,744221,0,198699,2196086301
itlb_hits,2195127891,607391,0,173709,2195908991
load_tlb_reads,2348040167,1322078,0,402781,2349765026
load_tlb_hits,2340416167,1185049,0,361554,2341962770
store_tlb_reads,644414055,804906,0,363297,645582258
store_tlb_hits,644406597,746605,0,349055,645502257
cond_branches_taken,1398013397,230225,0,37729,1398281351
cond_branches_pred_correct,2273299049,350788,0,53518,2273703355
cond_branches_pred_incorrect,338307043,197812,0,34476,338539331
uncond_branches_pred_correct,292214266,81337,0,17735,292313338
uncond_branches_pred_incorrect,62506754,211729,0,34256,62752739
btb_reads,19690276697,7291261,0,1712599,19699280557
btb_hits,5741206246,872675,0,174939,5742253860
btb_inserts,287803001,583301,0,92542,288478844
btb_updates,2880142859,715088,0,129241,2880987188
int_regfile_reads,0,0,0,0,0
int_regfile_writes,11535094680,3363408,0,824290,11539282378
fp_regfile_reads,0,0,0,0,0
fp_regfile_writes,655,2944,0,0,3599
csr_reads,82,78714,0,94697,173493
csr_writes,39,56568,0,53470,110077
fu_alu_accesses,14957450010,5126591,0,1324332,14963900933
fu_mul_accesses,399429111,13072,0,0,399442183
fu_div_accesses,707,310,0,0,1017
fu_fpu_alu_accesses,618,0,0,0,618
fu_fpu_fma_accesses,0,0,0,0,0
ins_page_walks,15490,136850,0,0,152340
load_page_walks,7623998,136836,0,0,7760834
store_page_walks,7458,58301,0,0,65759
misaligned_fetch,0,0,0,0,0
fault_fetch,0,0,0,0,0
illegal_instruction,0,8995,0,0,8995
breakpoint,0,0,0,0,0
misaligned_load,0,0,0,0,0
fault_load,0,0,0,0,0
misaligned_store,0,0,0,0,0
fault_store,0,0,0,0,0
user_ecall,377,0,0,0,377
supervisor_ecall,0,1749,0,0,1749
hypervisor_ecall,0,0,0,0,0
machine_ecall,0,0,0,0,0
fetch_page_fault,52,0,0,0,52
load_page_fault,43,0,0,0,43
store_page_fault,119,8,0,0,127
user_software_interrupt,0,0,0,0,0
supervisor_software_interrupt,0,0,0,0,0
machine_software_interrupt,0,0,0,0,0
user_timer_interrupt,0,0,0,0,0
supervisor_timer_interrupt,1749,0,0,0,1749
machine_timer_interrupt,1749,0,0,0,1749
user_external_interrupt,0,0,0,0,0
supervisor_external_interrupt,5,12,0,0,17
machine_external_interrupt,0,0,0,0,0
pipeline_flush,489423597,664009,0,186666,490274272
L1_icache_reads,16723949585,6449595,0,1572614,16731971794
L1_icache_read_misses,8808,36227,0,332,45367
L1_dcache_reads,2348155525,1987663,0,393786,2350536974
L1_dcache_read_misses,9723,25429,0,65,35217
L1_dcache_writes,644413989,804867,0,361548,645580404
L1_dcache_write_misses,916,11096,0,86,12098
L2_cache_reads,19556,72975,0,483,93014
L2_cache_read_misses,9528,33000,0,97,42625
L2_cache_writes,4055,18761,0,76,22892
L2_cache_write_misses,82,173,0,2,257
